index,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6_1,feature_7,feature_8,feature_9,feature_10,feature_11,type,,,,,,
8419,1.814789687,-0.186101288,-0.606650888,2.621199213,-2.103467607,0,44,-1.933737664,-5.388191913,1598941683,1.281936567,B,,,,,,
8420,3.362304776,-0.004574449,2.056948175,2.866743259,0.306352115,1,4,-0.957248208,2.435510953,1598941683,2.42040108,C,,,,,,
8421,3.687847237,1.191383041,2.223453644,2.50937467,-0.373786246,0,88,0.385935787,-0.498962004,1598941683,1.099270105,A,,,,,,
8422,-0.610396092,3.428112742,2.26695235,2.964152669,1.002630785,0,73,0.439921262,-4.588656246,1598941683,0.821053019,B,,,,,,
8423,1.040339869,2.164569042,2.404241217,2.943401027,-2.178821772,0,70,-0.91353484,-3.290951204,1598941683,0.863728739,B,,,,,,
8424,0.788905801,2.255168748,0.82414664,3.02208809,-0.777688396,1,94,-2.829164962,-2.401063146,1598941683,0.742950393,C,,,,,,
8425,2.667978744,-0.017454517,0.783560884,3.49481203,-0.200307479,1,88,2.483393936,3.220167368,1598941683,0.039393013,C,,,,,,
8426,1.316124177,0.838569712,2.008180448,2.992790476,0.126050752,1,56,-1.554109262,2.367660675,1598941683,0.116666618,B,,,,,,
8427,5.021558303,1.055887747,2.055448015,3.375104368,2.365477817,1,13,-2.552808696,3.071699913,1598941683,0.254840505,D,,,,,,
8428,1.523976983,0.34918712,0.009080222,3.277815236,-0.558211697,0,27,4.692299247,-5.761637021,1598941683,0.594188012,E,,,,,,
8429,0.308179323,3.635421526,0.257329697,3.498562519,-0.241854457,1,86,0.93570766,-5.137679529,1598941683,2.873453889,C,,,,,,
8430,4.933154299,1.04458506,2.873041791,2.685913095,-1.009384496,1,91,-2.944435866,4.890510297,1598941683,3.157659005,C,,,,,,
8431,3.143083731,2.139992234,1.378580459,2.953587608,0.553142246,1,99,-1.379837277,-1.784045788,1598941683,0.076676334,B,,,,,,
8432,1.421581802,0.825417771,-0.075492254,3.343604067,-1.338937923,0,31,-3.194502932,2.874160188,1598941683,1.023577954,B,,,,,,
8433,2.654848099,0.314087067,2.431653206,3.112471912,-0.454526896,1,6,-3.317163336,-2.220925902,1598941683,0.937790277,A,,,,,,
8434,1.544635128,2.345658999,1.443891326,3.358476094,-0.622631307,1,30,3.253059723,3.446656586,1598941683,0.631614402,B,,,,,,
8435,1.866909597,1.208954002,4.202983426,2.550554738,-1.377716214,1,35,3.90522297,-3.783656654,1598941683,0.322754765,B,,,,,,
8436,2.242482181,1.871764835,2.133667585,3.1419899,0.214943765,1,40,-0.09532765,3.562381477,1598941683,0.670589527,A,,,,,,
8437,2.40381181,-1.392086487,3.076938037,2.773155601,-1.182979015,1,54,-0.453391546,-7.375483686,1598941683,2.736963959,D,,,,,,
8438,2.679122806,2.175609151,1.378037093,3.202678492,-1.994344321,0,55,-5.418487583,0.972116001,1598941683,3.175763911,B,,,,,,
8439,2.110742176,1.624492022,2.773972336,2.534496579,-0.126195926,1,50,2.329655427,5.812958827,1598941683,2.023959387,D,,,,,,
8440,2.048283664,1.045194063,1.602091879,3.211592154,-1.323801351,1,33,-1.255524192,0.529243347,1598941683,1.180193618,B,,,,,,
8441,2.015325097,2.871241407,0.884190445,2.648337385,-1.088593667,1,17,0.18055613,-2.136952273,1598941683,0.405792153,C,,,,,,
8442,2.020394307,3.130199113,0.264927286,2.717367579,0.192699311,1,27,1.691480835,4.127241816,1598941683,0.415749148,C,,,,,,
8443,3.249714527,0.221207014,1.502867344,3.228048852,1.018327348,0,66,2.502981759,3.458637381,1598941683,0.090047409,B,,,,,,
8444,1.41860071,0.840132059,-0.033454394,2.630145311,-1.733465196,1,71,-2.784376225,-4.750958194,1598941683,1.290337555,D,,,,,,
8445,2.292049932,2.489953963,1.363597583,3.469785393,0.047692523,0,8,-3.636792648,1.817476062,1598941683,0.697722179,D,,,,,,
8446,1.615634794,0.449331997,1.716720756,2.776016112,-0.303461645,0,36,-0.046978477,0.145242601,1598941683,0.72856435,A,,,,,,
8447,5.033462582,1.452945887,1.629399455,2.586556775,0.606008366,0,41,2.206390883,-6.176015787,1598941683,1.278146252,E,,,,,,
8448,1.140102481,1.835653784,2.63498686,2.812226799,0.544492479,0,62,2.11693966,-3.729201419,1598941683,0.642552719,B,,,,,,
8449,2.160938232,1.179789645,0.726685383,3.038897264,-0.661585294,1,36,-3.560747925,4.973384587,1598941683,0.210223173,C,,,,,,
8450,2.092947467,1.488686322,2.955285013,3.084406243,-1.736616464,1,37,-0.505141897,2.284047011,1598941683,0.496178917,B,,,,,,
8451,3.14758316,0.07108,0.036281407,2.874835531,0.373595232,0,51,-5.672229773,4.294822341,1598941683,0.40270781,D,,,,,,
8452,2.110508458,0.959452472,1.614210669,3.193522634,-1.723502872,0,23,5.338893065,-3.048373051,1598941683,0.30632336,C,,,,,,
8453,1.898543931,0.556433638,2.353844842,3.032089069,-2.189924775,0,19,2.827996034,4.213574739,1598941683,1.98928996,B,,,,,,
8454,2.328353323,2.510166285,2.149785718,2.920693513,-0.827945798,1,15,4.648665362,-2.574404883,1598941683,0.065599048,D,,,,,,
8455,-0.108069475,0.941350545,1.230266018,2.924943582,-1.185462548,1,28,0.725849924,1.531495634,1598941683,0.1079662,B,,,,,,
8456,0.555419551,4.205418263,0.754624937,3.391433813,-0.716861873,1,29,-5.527904618,1.04532098,1598941683,0.21917534,D,,,,,,
8457,-0.916645207,2.254251805,0.781030471,3.107988118,-1.620603143,0,56,-2.441527612,6.223356304,1598941683,0.782653353,C,,,,,,
8458,0.170402055,1.5910558,3.712240535,3.269851895,-2.045019656,1,5,-2.513956667,-2.971164831,1598941683,1.330384933,B,,,,,,
8459,2.681359284,0.027330745,1.380267974,2.597454425,-0.07362039,1,5,-4.357055125,1.208170261,1598941683,3.388875304,D,,,,,,
8460,0.746358505,1.270728975,2.020657307,2.901559084,0.001847665,0,74,-4.78709996,-3.605947353,1598941683,0.46080189,D,,,,,,
8461,2.167267504,1.819472915,1.597534563,3.373427547,-1.362695794,0,27,0.336299845,4.135976318,1598941683,2.876345171,A,,,,,,
8462,2.56280523,1.905900271,3.243852842,2.948245088,-1.242398695,1,32,-3.432594072,-1.843125374,1598941683,1.217897664,B,,,,,,
8463,3.14618233,1.479491693,3.315678075,2.901510167,-1.060409427,0,75,-1.701406363,0.820774505,1598941683,1.174044625,A,,,,,,
8464,5.134188143,2.060358411,1.694316438,3.24891049,0.192016941,0,67,-2.635706696,-0.355227063,1598941683,0.054370138,A,,,,,,
8465,5.622227017,0.369334785,0.35717564,3.298032231,0.246558419,1,89,6.73374257,1.321531546,1598941683,0.819484846,E,,,,,,
8466,2.699993613,-0.131223022,-0.356866497,3.059312948,0.439770556,0,75,-1.4397993,-0.769956596,1598941683,1.910155486,B,,,,,,
8467,3.978349046,0.656597167,1.45187663,2.536658846,1.404077994,0,72,-3.464888449,6.801301705,1598941683,0.082350943,E,,,,,,
8468,3.144984991,-0.495889623,1.220424548,2.697444977,-0.89679832,0,0,-1.738202109,2.699849315,1598941683,0.174719789,A,,,,,,
8469,2.377569233,1.762489222,0.303888865,2.526452095,0.69936211,1,27,-1.393509738,1.782815246,1598941683,1.590728334,A,,,,,,
8470,0.313945295,0.653419694,0.112221321,2.928921174,-0.516684524,0,32,-1.169640838,-3.729730553,1598941683,0.068082397,A,,,,,,
8471,2.223923749,0.610017588,1.20104085,3.128605568,-1.459132473,1,80,-1.04420281,6.518411533,1598941683,0.182294432,D,,,,,,
8472,3.2264574,0.623709114,2.230571481,3.307935405,0.06876677,1,50,5.462851837,4.65439554,1598941683,1.164058773,E,,,,,,
8473,3.039542859,-0.709615482,0.249655547,3.414681842,-1.377705472,1,50,0.851965208,4.242945219,1598941683,1.663328091,D,,,,,,
8474,3.204758873,-0.00087216,0.927956679,3.334011551,-2.171774666,1,83,-3.922887006,-5.122660584,1598941683,0.101765117,C,,,,,,
8475,2.609000036,1.566090966,2.84497562,3.275329488,-0.022439815,1,89,-0.057962516,4.002101813,1598941683,1.50461339,B,,,,,,
8476,2.538369582,1.576864566,1.993785405,2.723687729,-2.624674693,1,14,-3.985540154,-1.569382879,1598941683,2.171066694,B,,,,,,
8477,4.449469314,1.759063686,1.184273597,2.907626166,-0.556521628,0,36,0.595350537,4.946844612,1598941683,0.977003974,C,,,,,,
8478,0.224530747,3.234014551,1.043870327,3.369651827,0.699726938,1,5,-5.073165734,4.231973649,1598941683,0.439460675,C,,,,,,
8479,1.137930014,-0.611750311,0.833327668,2.96169142,-0.23424807,0,52,1.052789533,-2.030220557,1598941683,2.495222848,B,,,,,,
8480,4.136305047,1.463087666,1.374237787,3.127582981,-0.319080003,0,48,1.271783737,-1.679089617,1598941683,1.064493107,A,,,,,,
8481,2.916234526,0.33759155,1.395713219,2.903101,0.643630428,1,65,-5.098647033,-1.283290299,1598941683,2.963223372,C,,,,,,
8482,2.857289838,-0.869289049,1.081528362,3.175834336,0.176447351,0,44,-5.04843524,3.594625332,1598941683,0.728246813,C,,,,,,
8483,2.926010161,2.99322984,1.34652231,3.100640813,-0.519775048,1,45,-4.719277702,2.725496487,1598941683,4.64524636,C,,,,,,
8484,2.904557734,1.284283902,0.060234646,3.011729715,-0.308019801,0,30,0.896820509,7.187167119,1598941683,0.313812316,D,,,,,,
8485,0.704170657,0.336600655,0.485080476,2.605926218,-0.512323625,1,80,-0.804981829,-4.232478317,1598941683,1.486663331,B,,,,,,
8486,2.784520755,-1.374379162,-0.485077221,3.008944424,1.693690039,1,38,1.103352787,1.762866646,1598941683,1.948111974,B,,,,,,
8487,3.019318874,1.204525446,0.739808643,3.223728496,-0.841997658,1,9,-3.677486173,3.939916967,1598941683,1.419540128,B,,,,,,
8488,2.179945056,1.508226956,0.101774499,2.51623696,-1.011777187,1,45,0.198326315,-0.136253317,1598941683,0.770482931,A,,,,,,
8489,2.739984152,1.20567116,-1.521907732,3.346455249,-0.47137219,1,70,-0.888282582,1.384317501,1598941683,0.12701937,B,,,,,,
8490,0.824018943,0.994579514,0.421040984,3.290704555,-2.236496071,0,24,0.478606799,-3.278804606,1598941683,0.076125217,A,,,,,,
8491,1.295439141,2.50219716,3.691866711,3.433142794,-0.945782572,1,3,0.903695488,2.744132339,1598941683,0.045627069,C,,,,,,
8492,2.686340165,0.775159488,1.426582076,3.371729903,-2.82518556,1,86,-1.474865308,-1.501343685,1598941683,0.012043445,B,,,,,,
8493,1.68848571,2.697888998,1.908462299,3.211128884,0.003576869,0,13,3.780122505,-2.928156625,1598941683,0.911086968,B,,,,,,
8494,0.766050601,1.470929848,0.921265213,2.569521118,0.322266559,1,33,-0.647025932,-3.235601997,1598941683,1.506295,C,,,,,,
8495,-0.199032681,2.243995231,0.831801799,3.255224879,-0.339763384,1,20,-4.831943799,5.05859681,1598941683,9.042113787,D,,,,,,
8496,2.415650077,3.782405386,1.545919315,2.905692996,-1.037956128,1,11,1.231278177,-2.950817372,1598941683,4.891458622,C,,,,,,
8497,4.350161035,-0.208135387,3.946498001,2.970739342,-1.21131045,1,4,1.793472182,2.814057137,1598941683,0.920484929,D,,,,,,
8498,2.961044197,2.918592676,0.184619542,2.976403112,-0.663550388,1,39,3.472807014,-6.58642854,1598941683,1.656700684,D,,,,,,
8499,2.685498428,1.712469481,1.778442893,2.727461889,-1.956511494,1,32,3.186613186,-4.781086696,1598941683,1.397834671,C,,,,,,
8500,0.786901876,1.649887877,2.23198782,3.059110144,-0.784079998,0,92,0.332938737,-2.72503788,1598941683,0.05075763,C,,,,,,
8501,0.864794346,1.678335312,1.935808691,3.157903412,0.282995169,0,72,-0.009527618,1.359482663,1598941683,0.112737559,B,,,,,,
8502,2.517046218,2.184018073,2.382353097,3.094951367,-0.425058349,1,70,-1.986100958,-4.201177851,1598941683,0.63303373,B,,,,,,
8503,2.738225603,1.350418814,2.138320365,3.060442689,0.589712711,1,90,0.512112924,4.406996144,1598941683,1.068602972,B,,,,,,
8504,2.144621567,1.732623886,0.96465286,2.527266397,1.359500799,1,87,-0.161136964,3.350361851,1598941683,1.166972166,D,,,,,,
8505,3.193197453,1.895874226,2.283811864,3.117119369,1.267202069,1,25,0.065777379,-0.043344991,1598941683,1.000863839,A,,,,,,
8506,2.175473673,1.975443187,2.871050213,3.272895834,0.374868692,0,76,5.23758717,1.268327597,1598941683,0.438153038,B,,,,,,
8507,1.251663305,1.339290335,1.233474674,3.363947795,-1.395110213,1,38,2.712566125,-3.784329602,1598941683,0.275633764,B,,,,,,
8508,1.283223858,-1.083358467,1.928625358,2.63362171,-0.190865809,1,35,-3.072813372,1.198368862,1598941683,0.987412359,B,,,,,,
8509,1.542312746,3.61761965,2.416162331,3.26856317,-0.621007222,0,51,-0.160716946,-0.243804164,1598941683,1.062914868,A,,,,,,
8510,1.587950522,-1.383931769,-0.440979742,3.171208052,-0.573139797,1,39,-4.026155646,-5.136805401,1598941683,0.509176578,C,,,,,,
8511,2.289206848,0.940345141,1.767486516,2.969068379,-0.659628776,0,3,0.465049359,-2.834129181,1598941683,0.09321124,C,,,,,,
8512,2.60100736,3.41941258,1.97236471,2.502122045,1.781536284,1,84,-0.594068301,6.729852944,1598941683,0.028737987,C,,,,,,
8513,1.723645773,0.497747724,-0.050656052,3.175736814,-0.802390873,0,45,2.198198616,6.208282219,1598941683,0.895366533,C,,,,,,
8514,2.911574682,1.312282512,2.256149522,3.488337608,0.121664953,1,18,0.473941667,-4.473963096,1598941683,0.082835191,A,,,,,,
8515,3.125298059,1.042316799,-0.019268433,2.819122176,-1.719717279,1,12,0.121853666,3.139030145,1598941683,0.190829727,A,,,,,,
8516,0.872560802,1.428896692,-2.129525401,3.265884408,1.51887535,1,51,3.657017435,2.164339348,1598941683,1.282523659,C,,,,,,
8517,3.819166322,0.835230467,0.879949505,2.604692816,-1.454489066,1,49,-3.64209518,2.964262816,1598941683,1.225673171,A,,,,,,
8518,3.634334504,0.061679546,1.264650558,3.259175144,-0.741502141,1,9,-0.886068344,-2.702404882,1598941683,0.652550859,C,,,,,,
8519,4.395633012,2.936384135,1.263596872,2.954249925,-1.201121398,0,87,1.579565047,5.227804153,1598941683,1.645936051,C,,,,,,
8520,2.998420232,0.99372946,0.918114355,3.041755073,0.049295938,0,10,-3.720053132,-3.422091039,1598941683,0.80271593,D,,,,,,
8521,2.55467649,2.584055796,0.772839465,3.095011056,-0.186433552,0,64,1.137796147,-2.382050324,1598941683,0.821684566,B,,,,,,
8522,2.693202598,0.084998679,-0.01755272,3.027626785,-0.49572754,0,32,4.271528546,-5.175087447,1598941683,1.929512078,D,,,,,,
8523,3.031969259,1.868781975,2.042442268,2.799684873,0.210026454,1,23,2.504094592,3.456986579,1598941683,0.001027736,C,,,,,,
8524,1.505174099,1.974565679,0.244988524,3.185311033,-1.32418586,1,30,2.232709062,-5.554893087,1598941683,0.634474953,B,,,,,,
8525,3.494730598,-0.11235657,0.792845978,2.910475323,-1.524775311,1,98,0.899593164,0.29458674,1598941683,0.33924603,A,,,,,,
8526,3.028091116,1.701179048,1.089214173,2.580805004,-1.18577753,1,84,-5.146225014,-2.885351951,1598941683,1.832585598,C,,,,,,
8527,0.573821172,1.054079693,-0.628365291,3.231304108,-0.085931093,1,31,-2.206483021,1.844131992,1598941683,0.995521092,A,,,,,,
8528,1.933773963,0.414634165,1.860670966,2.754611108,-2.111183234,1,47,3.212922301,3.641163612,1598941683,2.042124831,B,,,,,,
8529,2.737250133,1.174469816,1.302169706,3.097542624,-2.00426849,0,23,-1.42223055,2.413815752,1598941683,0.074072636,C,,,,,,
8530,2.312396383,1.275544013,2.41014663,2.808763507,-0.140412768,1,4,2.563917338,-1.781129527,1598941683,2.756687383,C,,,,,,
8531,0.970915226,0.596576943,0.332257975,2.955666108,-0.557768738,0,16,-1.280466893,-1.990684708,1598941683,0.093528935,B,,,,,,
8532,0.607124349,1.965675485,1.41511443,3.480247549,-1.995277247,1,27,-2.928370873,-0.84333431,1598941683,0.392237056,B,,,,,,
8533,1.995567777,1.086937115,2.021400412,2.917909538,-0.563440077,1,88,-2.674696207,-1.78153451,1598941683,0.01533509,B,,,,,,
8534,2.268398178,1.17032388,0.113525768,3.398191789,-2.434509337,0,99,0.928355511,-5.705751444,1598941683,1.753858145,D,,,,,,
8535,1.579903397,2.767105272,2.042229536,3.346260105,0.390471597,0,15,1.450158024,-2.017875547,1598941683,1.341261398,B,,,,,,
8536,2.183502628,0.432650312,2.155086628,2.666700623,-1.143315908,1,2,-3.671336391,5.447210934,1598941683,4.28477477,C,,,,,,
8537,3.704284734,1.851718654,2.511830941,3.225132387,-1.331652818,1,46,3.126837531,5.018403201,1598941683,0.482485175,B,,,,,,
8538,2.190108566,1.84052982,1.714573305,3.458885478,-1.651810313,0,44,2.90452262,2.269782351,1598941683,0.554562922,B,,,,,,
8539,2.752013408,3.406142074,1.626002542,2.791343717,1.017720298,0,60,4.571534231,0.305948978,1598941683,2.219316445,C,,,,,,
8540,0.85685131,-0.80640398,2.203344564,2.5986748,-0.975378857,0,98,0.158635592,-0.260402134,1598941683,0.225831356,A,,,,,,
8541,1.485785893,0.724585666,2.851523727,3.394853762,-0.994453509,0,12,-2.694654797,-6.888972021,1598941683,0.325819521,D,,,,,,
8542,2.277576567,0.695352573,1.294110361,2.82648916,-0.44676832,0,75,-6.567439826,4.593412947,1598941683,1.508252514,E,,,,,,
8543,2.98232984,0.010581524,0.812453471,2.937448248,0.289722332,1,3,-1.442603081,-2.38611091,1598941683,0.821582006,B,,,,,,
8544,1.94575016,0.050712554,0.191046642,3.390233375,-1.256618805,0,84,-2.629721414,-1.737652408,1598941683,0.391745959,B,,,,,,
8545,1.797433666,-1.463027595,1.702865469,3.063004513,1.026287379,1,69,2.128029653,2.836042957,1598941683,2.908433753,D,,,,,,
8546,5.218910934,1.539246844,1.934622788,3.499493169,-1.039471466,1,48,-2.530051566,-4.668481373,1598941683,2.780701494,C,,,,,,
8547,1.845600661,1.854713678,3.15641664,2.520672205,0.385138798,1,82,1.642036701,4.458034566,1598941683,0.9363213,C,,,,,,
8548,1.22711375,0.415647058,1.951621797,3.3780821,-0.05740435,1,8,-4.096316688,3.436088062,1598941683,1.569035819,B,,,,,,
8549,3.053804583,2.42370182,1.710219672,3.175537453,2.262159317,1,18,2.024911893,-0.78795897,1598941683,0.3164836,C,,,,,,
8550,2.794449952,1.763853434,1.175893335,2.867734354,0.455290632,1,74,4.564622934,3.339363694,1598941683,1.239266729,E,,,,,,
8551,3.271604065,0.482407472,0.966947618,2.902571574,-1.152304748,0,43,5.044525189,6.064738273,1598941683,0.041021616,D,,,,,,
8552,3.502571426,0.115268506,0.350108851,2.537686164,0.186861329,1,32,1.094495789,3.488041174,1598941683,0.541930584,C,,,,,,
8553,3.27362185,0.891330066,1.376795172,3.40249618,-1.861841802,0,58,3.591238853,-3.926968578,1598941683,0.319808783,E,,,,,,
8554,3.228233626,1.793776788,2.853613956,3.068172032,-0.542744046,1,79,4.220780575,-5.597398619,1598941683,0.150794154,D,,,,,,
8555,4.141194693,2.090833226,2.408057532,2.825849107,-1.435769181,1,82,-2.489893576,-0.948696884,1598941683,0.201513162,A,,,,,,
8556,3.059100503,1.943228761,0.775924678,2.871560574,-0.292414399,1,67,2.162134411,-2.146419012,1598941683,0.74231759,B,,,,,,
8557,3.42063182,0.591511733,1.036431449,2.600399585,1.847536441,0,75,-0.580447545,-3.114253935,1598941683,2.341424064,B,,,,,,
8558,-0.701742274,-0.539819818,0.436908805,2.621674317,0.109130111,1,31,-4.799745696,-3.215520679,1598941683,1.233625287,C,,,,,,
8559,1.465607119,-0.75997256,1.438153864,2.940348912,-1.714946075,1,31,5.353400938,5.193570581,1598941683,0.075700154,D,,,,,,
8560,4.501645187,2.063781246,0.608984228,2.788026751,-2.012555753,0,21,-3.019543974,3.015168451,1598941683,0.923971082,E,,,,,,
8561,3.295211446,-0.048348025,0.086647307,3.467434788,-0.154736566,0,61,2.156958965,-7.229088165,1598941683,0.973341028,E,,,,,,
8562,3.030282355,0.83346145,1.477299782,2.93321725,-0.760147704,1,38,3.070319187,-2.632166702,1598941683,0.693575642,B,,,,,,
8563,2.623801476,2.399106863,2.119365326,2.623651513,-1.752515261,1,9,0.043219884,5.703209946,1598941683,0.066845827,B,,,,,,
8564,3.18744337,0.990940444,1.69016854,2.648830133,1.268039762,1,13,-0.356949235,1.46460821,1598941683,0.577841296,A,,,,,,
8565,2.795510136,1.508494887,0.64151683,3.089524452,-0.744811406,1,2,-2.272530475,6.196498008,1598941683,0.600178395,C,,,,,,
8566,1.485203794,0.412865341,1.089369807,3.198877479,-0.416537579,1,58,-0.135602559,-5.17762961,1598941683,0.37105307,C,,,,,,
8567,3.360942956,-0.360799412,0.045271402,3.460973385,-0.375513564,1,92,0.06042166,-2.802182699,1598941683,0.561646777,C,,,,,,
8568,0.939287366,2.346868436,1.284862646,3.196454044,-1.115717218,1,0,-2.091318558,4.3972067,1598941683,0.896054167,A,,,,,,
8569,2.647680752,1.325539333,1.543594725,3.22789677,0.392257091,1,47,5.045676523,4.020694117,1598941683,0.069545196,C,,,,,,
8570,1.789546041,2.558487466,-0.462410467,2.770826969,-1.544644986,1,34,4.507138314,-3.141351263,1598941683,2.062340945,C,,,,,,
8571,1.601461244,0.931407195,1.57782815,2.849126014,-2.750904709,1,1,-3.04114455,2.080058062,1598941683,0.102375748,C,,,,,,
8572,1.64595125,-1.471706278,1.821480211,3.372365096,0.198481446,0,37,-2.604764665,4.077464672,1598941683,0.055511983,D,,,,,,
8573,3.02361932,1.036267459,1.114417887,3.124650176,-1.210991637,1,15,-4.644526479,-1.683442354,1598941683,0.0896158,B,,,,,,
8574,4.187517659,1.097286208,-0.793339067,2.86865218,-0.785809751,0,32,-3.645865825,1.973074957,1598941683,1.108613222,D,,,,,,
8575,4.666540523,2.69868975,0.806928874,3.147007148,-1.555685464,0,15,2.227381292,2.884799962,1598941683,0.125477444,C,,,,,,
8576,1.983026399,2.151771856,1.430928312,2.795992792,-0.499453917,1,90,2.461344793,3.493677546,1598941683,0.103510055,C,,,,,,
8577,2.090434007,-0.218827711,0.206426119,3.384259955,-0.414501495,1,77,-4.103970552,5.156688966,1598941683,2.290973439,C,,,,,,
8578,1.066258629,-0.00200247,0.355591975,2.729950238,-1.387465519,0,73,-2.744077925,4.863909268,1598941683,1.965258444,B,,,,,,
8579,2.063499863,4.458298972,-0.030837059,3.301937735,-0.268358541,0,96,2.090406025,2.784589012,1598941683,1.328613416,C,,,,,,
8580,1.228017476,2.685759891,1.097277342,3.287878242,-1.692774296,1,47,3.333061345,-2.191266834,1598941683,0.05413907,A,,,,,,
8581,2.307509903,1.910708635,1.500979108,2.735852536,-1.856145676,1,46,-2.726465996,-2.498597802,1598941683,0.224297671,C,,,,,,
8582,3.133089044,1.175886254,1.858672993,2.865680318,0.968545049,1,22,-0.081615712,0.196779896,1598941683,2.102753944,A,,,,,,
8583,1.449886504,1.677226471,0.612185945,2.967322898,-1.410506046,1,13,-0.985229924,-5.982561839,1598941683,0.376708103,C,,,,,,
8584,1.809714883,-0.084063525,0.786389352,2.836904079,-1.198319641,1,53,4.379449407,-3.510925295,1598941683,0.499721259,D,,,,,,
8585,1.874873253,1.627553336,2.849839873,3.478510445,-0.80055145,0,43,2.486469393,-1.508198952,1598941683,2.023899301,B,,,,,,
8586,3.363682634,0.588813313,-0.008462079,2.623398165,-0.144457116,0,89,-5.96229642,1.339099397,1598941683,0.688493363,D,,,,,,
8587,1.725878624,1.448110403,1.518163138,3.460995,-0.277440221,0,87,-2.941887662,-2.943375518,1598941683,1.807109804,D,,,,,,
8588,-0.13352784,1.133647538,1.568818938,2.979257794,-1.133271726,1,64,2.03741856,-3.152420948,1598941683,0.637268132,A,,,,,,
8589,3.768031626,0.828017732,0.733877757,2.584992165,0.854307865,0,52,0.874628841,-5.547007399,1598941683,0.307996321,E,,,,,,
8590,3.440413377,3.696325487,0.942388714,2.649147224,-1.031496331,1,23,-5.53752634,-4.192176784,1598941683,0.405095814,C,,,,,,
8591,1.882115603,0.664396151,2.73442307,2.649372904,-2.169274963,0,9,3.629700372,6.071429479,1598941683,0.073386237,D,,,,,,
8592,3.203229879,0.881206491,1.026380105,2.864177379,-0.426029609,1,15,0.710763018,-2.534135307,1598941683,1.583809171,B,,,,,,
8593,1.647758743,2.567662088,1.296847171,2.574898317,-0.840657816,1,39,0.502108941,-7.070755042,1598941683,0.879568953,D,,,,,,
8594,1.657206877,0.547623378,3.040747552,2.532195122,0.431043147,0,14,-1.951056473,1.447531639,1598941683,0.631064022,A,,,,,,
8595,1.068323357,2.006277316,1.227974007,2.583813221,-0.468572846,0,22,0.835841049,2.233844802,1598941683,1.733398558,B,,,,,,
8596,4.156491437,2.495428868,2.244647948,3.189784563,-3.134014142,0,83,-0.724531352,5.493157758,1598941683,1.275669008,E,,,,,,
8597,0.987883599,0.671007321,0.211430415,3.166759491,-1.024147137,0,23,-2.968409631,-3.997089845,1598941683,0.237024938,B,,,,,,
8598,3.647815474,1.635461634,2.0636733,2.786929689,-1.236152879,0,15,1.066350277,3.404537879,1598941683,0.014719867,D,,,,,,
8599,2.094397035,2.706938914,4.448679429,3.066289407,0.252341127,1,73,-0.252498765,-4.716932875,1598941683,0.154228176,C,,,,,,
8600,-0.972148755,2.061214659,1.349272671,3.452019347,-0.649397019,0,28,-0.984203743,-1.196873692,1598941683,0.318343889,B,,,,,,
8601,-0.032142856,2.649157197,0.604754487,2.875136506,-1.729667851,0,60,3.73128098,2.029784135,1598941683,0.692643836,A,,,,,,
8602,1.598823994,1.592809659,2.136198521,3.084459713,0.287911755,0,39,0.60398177,0.409685785,1598941683,0.424789862,A,,,,,,
8603,3.185985228,-0.247713595,-0.572789103,3.115052483,-0.510716539,1,2,-0.838525198,1.488023963,1598941683,0.406653093,A,,,,,,
8604,2.597904903,2.619001681,2.723540557,3.265861026,0.090945152,1,75,4.338997977,2.165832432,1598941683,0.250812097,A,,,,,,
8605,2.753872253,2.672675526,1.544481509,3.072080133,-0.010045533,1,58,2.59343256,5.220053333,1598941683,0.356772454,C,,,,,,
8606,4.642720208,1.696301031,2.262126553,3.319042537,-1.071410361,1,82,3.179170395,-2.874249341,1598941683,1.13039757,C,,,,,,
8607,2.482358321,1.029136667,2.823841729,3.484710951,0.192601122,0,39,-0.578122472,4.787376413,1598941683,0.221779161,D,,,,,,
8608,2.323134238,1.521824726,0.714659033,2.885039416,-1.446625257,1,75,0.531132214,-0.736059104,1598941683,0.240627771,A,,,,,,
8609,-0.534749076,1.390578728,0.495093492,2.84571549,-0.791503655,1,16,3.410226633,4.833709641,1598941683,0.157239189,C,,,,,,
8610,1.884887349,-0.135529575,1.460248184,3.005725806,-0.779651893,0,20,-4.705403547,5.308988664,1598941683,0.254914507,D,,,,,,
8611,2.372157251,2.614466494,0.571014213,3.265340871,-1.095341285,0,81,3.483133814,3.329301636,1598941683,1.289261041,C,,,,,,
8612,0.824010887,3.05110176,2.414351714,2.867312688,0.329236762,1,57,-0.046648129,1.42519883,1598941683,0.964453631,B,,,,,,
8613,0.944465293,2.255783545,-0.002918655,3.087379067,-0.622148235,1,97,0.839359702,4.13393965,1598941683,0.171060453,C,,,,,,
8614,3.697535232,0.13892421,3.401355071,2.646002528,0.35850629,1,4,-3.271310571,-1.757619825,1598941683,0.316474369,A,,,,,,
8615,2.786213597,0.808190806,0.684567377,3.010553995,-0.025432186,0,95,2.82443094,-3.825315247,1598941683,0.395801619,D,,,,,,
8616,1.821926355,-0.233150358,1.031291653,2.688543303,0.427057535,0,13,-3.74559041,4.146812803,1598941683,0.836712455,C,,,,,,
8617,5.222202364,1.443157991,-0.099833849,3.259032471,-0.470141352,1,72,2.58473439,-2.249647725,1598941683,1.862240615,C,,,,,,
